time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_turf_thread_time,air_equalize_cost,air_post_process_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_heat_spread_cost,air_pipenets_cost,air_rebuilds_cost,air_amt_gas_mixes,air_alloc_gas_mixes,air_hotspot_count,air_network_count,air_delta_count
287.5,1,0,0,0,0,0.403687,236,0,,0,0,0,0,0,0,0,0,102068,102654,0,243,0
387.5,1,25,7.5,1.5,0.15,0.290031,3,0,,0,0,0,0,0,0,0,0,102068,102654,0,243,0
487.5,1,8,7.65,2.73,0.408,0.270558,3,0,,0,0,0,0,0,0,0,0,102068,102654,0,243,0
588,1,31.3433,14.758,5.1356,0.88076,0.930042,9,42.608,,0,4.032,0,0.640933,0.00164714,0,1.74663,0.10281,102105,102654,0,279,0
687.5,1,1.50754,10.7829,6.26505,1.41919,1.08592,11,18.7162,,0,0.543064,6.94756,0.358799,0.00332175,0,3.2976,0.00312716,102105,102654,0,279,0
787.5,1,0,7.548,6.52164,1.92943,1.03169,6,24.4777,,0,1.15314,5.44645,0.221378,0.00436508,0,2.97631,0.00225158,102105,102654,0,279,0
887.5,1,0,5.2836,6.27403,2.36389,0.941782,4,16.7648,,0,2.08743,0.0278831,0.106316,0.00334179,0,3.10167,0.00197732,102105,102654,0,279,0
987.5,1,1,3.99852,5.81893,2.7094,1.04034,3,18.7212,,0,10.7497,2.65409,0.0980393,0.00380771,0,2.47312,0.00179295,102105,102654,0,279,0
1087.5,1,7,4.89896,5.63493,3.00195,1.04004,4,15.8732,,0,2.49972,1.2594,0.0666372,0.00314119,0,2.78517,0.00172169,102105,102654,0,279,0
1187.5,1,0,3.42927,5.1938,3.22114,0.97559,4,15.3405,,0,1.56482,3.42237,0.0464019,0.00329499,0,3.01664,0.00166425,102105,102654,0,279,0
1287.5,1,1,2.70049,4.69514,3.36854,1.24274,3,14.6571,,0,10.6018,0.0394573,0.00647308,0.00342796,0,3.12906,0.00164037,102105,102654,0,279,0
1387.5,1,0,1.89034,4.13418,3.4451,0.835783,3,16.6268,,0,8.08367,0.000454912,0.00287186,0.00324522,0,3.2166,0.00182047,102105,102654,0,279,0
1487.5,1,7,3.42324,3.99199,3.49979,0.957896,3,15.6507,,0,14.2699,5.24478e-006,0.00518272,0.00362016,0,3.04814,0.00156549,102105,102654,0,279,0
1587.5,1,0,2.39627,3.67285,3.5171,0.842726,3,22.016,,0,6.06344,2.06275,0.0029503,0.00349533,0,2.97038,0.00151413,102105,102654,0,279,0
1687.5,1,0,1.67739,3.27376,3.49276,0.796532,3,20.0365,,0,8.83047,0.0237819,0.00295573,0.00360118,0,3.08927,0.00163922,102105,102654,0,279,0
1787.5,1,0,1.17417,2.85384,3.42887,0.801121,3,15.8827,,0,4.94764,2.86747,0.00304371,0.00339831,0,3.037,0.00154316,102105,102654,0,279,0
1887.5,1,0,0.82192,2.44746,3.33073,0.777807,3,16.1044,,0,8.11993,0.0330597,0.00331386,0.00378128,0,2.82611,0.00158457,102105,102654,0,279,0
1987.5,1,0,0.575344,2.07303,3.20496,0.844296,3,19.8792,,0,1.56813,0.761542,0.00310174,0.00329804,0,3.25812,0.00181963,102105,102654,0,279,0
2087.5,1,11,3.70274,2.39897,3.12436,0.763545,3,14.7025,,0,11.9232,0.339548,0.0029715,0.00306334,0,3.17657,0.00163003,102105,102654,0,279,0
2187.5,1,5,4.09192,2.73756,3.08568,0.764847,3,18.7384,,0,1.49671,2.56391,0.00330587,0.00383376,0,3.59379,0.00150673,102105,102654,0,279,0
2287.5,1,4,4.06434,3.00292,3.0774,0.788681,3,14.9416,,0,0.399288,0.023648,0.00290552,0.00311788,0,3.02461,0.00168379,102105,102654,0,279,0
2387.5,1,0,2.84504,2.97134,3.0668,0.768229,3,14.7844,,0,1.1508,0.11273,0.00265003,0.00298216,0,2.51114,0.00168522,102105,102654,0,279,0
2487.5,1,0,1.99153,2.77538,3.03766,0.812674,3,14.6486,,0,3.97799,0.000665438,0.00253278,0.00308076,0,2.79228,0.00166117,102105,102654,0,279,0
2587.5,1,0,1.39407,2.49912,2.9838,1.56895,3,14.6817,,0,4.24703,3.14244e-006,0.00300347,0.00329144,0,2.81616,0.00218358,102105,102654,0,279,0
2687.5,1,1,1.27585,2.25446,2.91087,0.854061,3,20.2914,,0,6.22214,0.503317,0.00270474,0.00301319,0,2.63109,0.00154155,102105,102654,0,279,0
2787.5,1,0,0.893094,1.98219,2.818,0.858322,3,16.8245,,0,12.4502,0.00237685,0.00309291,0.00402707,0,3.34757,0.00145657,102105,102654,0,279,0
2887.5,1,0,0.625166,1.71079,2.70728,1.2652,3,16.1961,,0,13.8482,2.74032e-005,0.00304404,0.00342403,0,3.1896,0.00140573,102105,102654,0,279,0
2987.5,1,0,0.437616,1.45615,2.58217,1.12788,3,17.983,,0,11.8506,3.15937e-007,0.00287455,0.00333358,0,3.21862,0.0015754,102105,102654,0,279,0
3087.5,1,0,0.306331,1.22619,2.44657,0.955341,3,18.415,,0,11.6932,3.64251e-009,0.00282071,0.00331941,0,3.1749,0.00169073,102105,102654,0,279,0
3187.5,1,0,0.214432,1.02384,2.30429,1.06607,3,17.5207,,0,5.38732,3.2,0.00276628,0.0032649,0,3.14023,0.00143367,102105,102654,0,279,0
3287.5,1,0,0.150102,0.84909,2.15877,0.980139,3,15.8242,,0,5.2602,0.573765,0.00301346,0.00391788,0,3.3863,0.00180186,102105,102654,0,279,0
3387.5,1,0,0.105072,0.700286,2.01293,0.998423,3,15.592,,0,1.86397,3.82029,0.00269681,0.00338649,0,3.27598,0.00154823,102105,102654,0,279,0
3487.5,1,0,0.0735501,0.574939,1.86913,0.886837,3,15.4328,,0,0.313898,1.09262,0.00291094,0.00323589,0,3.14713,0.00157938,102105,102654,0,279,0
3587.5,1,0,0.0514851,0.470248,1.72924,0.968988,3,14.4364,,0,0.003619,0.0125971,0.00306104,0.00361725,0,3.18411,0.00162871,102105,102654,0,279,0
3687.5,1,0,0.0360396,0.383406,1.59466,0.888302,3,15.9151,,0,4.17242e-005,0.000145234,0.00253201,0.00301908,0,3.06476,0.0014288,102105,102654,0,279,0
3787.5,1,0,0.0252277,0.311771,1.46637,0.982141,3,14.5906,,0,0.112591,1.67444e-006,0.0030853,0.00365524,0,3.3853,0.00199562,102105,102654,0,279,0
3887.5,1,0,0.0176594,0.252948,1.34503,1.09385,3,15.8256,,0,0.00129808,0.192415,0.00236371,0.00305331,0,3.11585,0.00166711,102105,102654,0,279,0
3987.5,1,4,1.21236,0.444831,1.25501,0.958851,3,22.4932,,0,5.35901,0.00221839,0.00272948,0.00408279,0,2.93805,0.00223012,102105,102654,0,279,0
4087.5,1,0,0.848653,0.525595,1.18206,1.04848,3,14.9096,,0,15.2851,0.274904,0.00308837,0.00401853,0,3.73135,0.00147065,102105,102654,0,279,0
4187.5,1,0,0.594057,0.539288,1.11779,1.0585,3,15.0322,,0,15.0581,0.00316942,0.00245695,0.00312835,0,2.95955,0.00169557,102105,102654,0,279,0
4287.5,1,2,1.01584,0.634598,1.06947,1.02505,4,14.5265,,0,3.46741,3.6541e-005,0.00305158,0.00364176,0,3.02144,0.00167513,102105,102654,0,279,0
4387.5,1,0,0.711088,0.649896,1.02751,0.941584,3,15.361,,0,5.72286,0.219903,0.00276763,0.00412145,0,3.0515,0.00219338,102105,102654,0,279,0
4487.5,1,0,0.497762,0.619469,0.986707,0.968351,3,15.0544,,0,3.69077,0.00253531,0.00299735,0.0034371,0,3.43241,0.00164088,102105,102654,0,279,0
4587.5,1,0,0.348433,0.565262,0.944562,0.968309,3,15.0944,,0,4.84531,0.322152,0.00310989,0.00368319,0,3.34283,0.00302379,102105,102654,0,279,0
4687.5,1,1,0.543903,0.56099,0.906205,1.01114,3,24.679,,0,4.41897,0.00371416,0.00280937,0.00312872,0,3.12282,0.00210301,102105,102654,0,279,0
4787.5,1,0,0.380732,0.524939,0.868078,0.919197,3,19.9303,,0,10.1473,4.28213e-005,0.00276416,0.00322881,0,3.64683,0.00173705,102105,102654,0,279,0
4887.5,1,0,0.266513,0.473253,0.828596,1.21277,3,22.4906,,0,7.20329,4.93697e-007,0.00270575,0.00330643,0,3.36422,0.00156983,102105,102654,0,279,0
4987.5,1,0,0.186559,0.415915,0.787328,0.91865,3,19.4719,,0,10.6699,5.69194e-009,0.00284568,0.00312997,0,3.39127,0.00152798,102105,102654,0,279,0
